Evaluation/TerminationRate,ShortRL/MeanHeuristic,QF/Qf1Loss,ShortRL/MaxHeuristic,Policy/Loss,ShortRL/StdHeuristic,Evaluation/AverageReturn,Evaluation/MinReturn,ShortRL/RewardScale,AlphaTemperature/mean,ShortRL/RewardBias,TotalEnvSteps,QF/Qf2Loss,ShortRL/Lambda,ShortRL/GuidanceDiscount,ReplayBuffer/buffer_size,Evaluation/MaxReturn,ShortRL/MinHeuristic,Evaluation/StdReturn,Evaluation/AverageDiscountedReturn,ShortRL/Discount0,Average/TrainAverageReturn,Evaluation/NumEpisodes,Evaluation/Iteration
0.0,0.0,24.787677764892578,0.0,-546.8126831054688,0.0,6453.155839069439,6347.837827847172,3.858012536146244,0.08275613933801651,2.774833765966671,1880000,21.23964500427246,1.0,0.99,1000000,6529.776153602429,0.0,54.872328627349034,521.9593899086565,0.99,6002.641236770558,10,187
0.0,0.0,4.925337791442871,0.0,-563.368896484375,0.0,6690.358253345682,6589.890208607641,3.8634113193046127,0.08395612984895706,2.78023254912504,1890000,4.543430805206299,1.0,0.99,1000000,6826.818257975942,0.0,61.59030777193174,537.7705821986724,0.99,6006.294812213093,10,188
0.0,0.0,5.657651424407959,0.0,-557.1563110351562,0.0,6719.254225099625,6666.90844723326,3.8700400343545143,0.07973915338516235,2.7868612641749415,1900000,3.685659646987915,1.0,0.99,1000000,6770.7604702958515,0.0,37.26310986769948,539.1760532047456,0.99,6016.881123411394,10,189
0.0,0.0,4.134652137756348,0.0,-560.9938354492188,0.0,6601.499065372288,6514.642913783882,3.8757054168123877,0.08427361398935318,2.792526646632815,1910000,4.356477737426758,1.0,0.99,1000000,6657.955423687958,0.0,37.342149691399285,530.4836993336761,0.99,6027.874925656544,10,190
0.0,0.0,3.6057605743408203,0.0,-566.1199951171875,0.0,6591.965987346349,6547.377595489284,3.880887793189545,0.08088208734989166,2.7977090230099724,1920000,3.826692819595337,1.0,0.99,1000000,6689.2633605078445,0.0,44.75861076913881,529.3008313414807,0.99,6033.4798926768,10,191
0.0,0.0,5.397400856018066,0.0,-567.9435424804688,0.0,6520.44068680984,6419.841314875858,3.8864425450067817,0.07957986742258072,2.803263774827209,1930000,6.819084167480469,1.0,0.99,1000000,6593.203025285973,0.0,51.975551780493255,525.7241290617451,0.99,6047.1063413090615,10,192
0.0,0.0,5.626607894897461,0.0,-561.4082641601562,0.0,6559.171238383906,6521.737885996108,3.8912488128765417,0.08126784861087799,2.808070042696969,1940000,3.3741509914398193,1.0,0.99,1000000,6603.524435183369,0.0,27.58463106035735,524.5128644538961,0.99,6058.485144991945,10,193
0.0,0.0,5.866124153137207,0.0,-557.708984375,0.0,6732.495852779587,6601.426192786356,3.8953516675994253,0.07991150766611099,2.8121728974198525,1950000,3.3730971813201904,1.0,0.99,1000000,6812.663857481184,0.0,63.37893574662475,538.6284703859292,0.99,6069.929956619015,10,194
0.0,0.0,2.7634975910186768,0.0,-564.3161010742188,0.0,6758.218005766396,6686.602562794779,3.9018459387636204,0.07739809900522232,2.8186671685840476,1960000,3.001660108566284,1.0,0.99,1000000,6802.34583904034,0.0,32.8114929851538,532.9845224190813,0.99,6084.1309665547615,10,195
0.0,0.0,4.103693008422852,0.0,-570.3893432617188,0.0,6671.278460111445,6616.152941498666,3.9066461051653656,0.08196664601564407,2.823467334985793,1970000,5.200067043304443,1.0,0.99,1000000,6735.081675233903,0.0,35.4323898681787,536.2886285428209,0.99,6088.665650866857,10,196
0.0,0.0,1.5672656297683716,0.0,-549.577392578125,0.0,6689.486800225776,6648.348360743532,3.9116471323250814,0.07823355495929718,2.8284683621455087,1980000,2.4920992851257324,1.0,0.99,1000000,6744.585815233417,0.0,27.314169595918784,531.7102876733694,0.99,6095.796187579964,10,197
0.0,0.0,4.364901065826416,0.0,-571.9348754882812,0.0,6811.741200697294,6682.200597978653,3.9171689391261384,0.08019516617059708,2.8339901689465656,1990000,6.086576461791992,1.0,0.99,1000000,6962.883862359588,0.0,95.01158474850023,546.3479744613971,0.99,6106.852384129424,10,198
0.0,0.0,5.277531623840332,0.0,-568.1035766601562,0.0,6806.5353670456625,6768.512911877242,3.9223741353500894,0.08147487789392471,2.8391953651705166,2000000,3.9872374534606934,1.0,0.99,1000000,6866.992905852245,0.0,27.637358838963454,538.2648303590333,0.99,6112.138770099592,10,199
